CH4 Density [kg/m3] CoolProp
171.454,87.2066,76.4638,69.8257,64.9937,61.1954,58.0709,55.4217,53.1262,51.1043,49.3003,47.674,46.1952,44.841,43.5933,42.4376,41.3622,40.3576,39.4156,38.5297,37.694,36.9038,36.1547,35.4431,34.7658,34.1201,33.5033,32.9134,32.3482,31.8062,31.2856,30.7851,30.3034,29.8392,29.3916,28.9595,28.542,28.1383,27.7477,27.3694,27.0029,26.6474,26.3025,25.9677,25.6424,25.3262,25.0187,24.7196,24.4283,24.1447,23.8683,23.5989,23.3362,23.0799,22.8298,22.5856,22.3471,22.114,21.8863,21.6636,21.4459,21.2328,21.0244,20.8203,20.6205,20.4249,20.2332,20.0453,19.8612,19.6807,19.5037,19.3301,19.1598,18.9927,18.8287,18.6677,18.5096,18.3543,18.2018,18.0519,17.9047,17.76,17.6178,17.4779,17.3404,17.2052,17.0721,16.9413,16.8125,16.6858,16.5611,16.4383,16.3174,16.1984,16.0812,15.9658,15.8521,15.74,15.6296,15.5209,15.4137
214.386,92.7712,79.9333,72.503,67.2325,63.1485,59.8198,57.0158,54.598,52.4764,50.5892,48.8921,47.3522,45.9445,44.6495,43.4515,42.3382,41.2991,40.3258,39.4112,38.549,37.7343,36.9625,36.2297,35.5327,34.8683,34.2341,33.6278,33.0471,32.4904,31.9559,31.4421,30.9478,30.4716,30.0125,29.5694,29.1414,28.7277,28.3274,27.9398,27.5643,27.2003,26.8471,26.5043,26.1713,25.8477,25.533,25.2268,24.9288,24.6386,24.3559,24.0804,23.8117,23.5496,23.2938,23.0441,22.8003,22.5621,22.3293,22.1017,21.8791,21.6614,21.4484,21.2399,21.0357,20.8358,20.64,20.4481,20.26,20.0756,19.8948,19.7175,19.5436,19.3729,19.2054,19.041,18.8795,18.721,18.5652,18.4122,18.2619,18.1142,17.969,17.8262,17.6858,17.5478,17.412,17.2784,17.1469,17.0176,16.8903,16.765,16.6416,16.5202,16.4005,16.2827,16.1667,16.0524,15.9397,15.8287,15.7193
223.203,99.4083,83.6866,75.3185,69.5552,65.1585,61.6102,58.6417,56.0948,53.8687,51.8948,50.1242,48.5211,47.0582,45.7145,44.4733,43.321,42.2468,41.2414,40.2974,39.4084,38.5687,37.7738,37.0195,36.3024,35.6193,34.9674,34.3444,33.748,33.1764,32.6278,32.1007,31.5936,31.1053,30.6346,30.1804,29.7419,29.318,28.9079,28.511,28.1266,27.7539,27.3924,27.0415,26.7007,26.3696,26.0477,25.7345,25.4297,25.133,24.8439,24.5622,24.2875,24.0195,23.7581,23.5029,23.2537,23.0103,22.7724,22.5399,22.3125,22.0901,21.8725,21.6595,21.451,21.2468,21.0468,20.8508,20.6588,20.4705,20.286,20.1049,19.9273,19.7531,19.5821,19.4142,19.2494,19.0876,18.9286,18.7725,18.6191,18.4683,18.3201,18.1744,18.0311,17.8903,17.7517,17.6154,17.4813,17.3493,17.2194,17.0916,16.9657,16.8418,16.7198,16.5996,16.4812,16.3646,16.2497,16.1364,16.0248
229.066,107.71,87.7791,78.2882,71.9684,67.229,63.4441,60.3004,57.6174,55.2819,53.2175,51.3706,49.7021,48.1823,46.7886,45.5028,44.3107,43.2005,42.1625,41.1886,40.272,39.407,38.5886,37.8126,37.075,36.3728,35.703,35.0632,34.4509,33.8643,33.3014,32.7608,32.2408,31.7403,31.2579,30.7926,30.3433,29.9092,29.4894,29.0831,28.6895,28.3081,27.9382,27.5792,27.2307,26.892,26.5628,26.2426,25.931,25.6276,25.3322,25.0442,24.7635,24.4897,24.2226,23.9619,23.7073,23.4586,23.2157,22.9782,22.746,22.5189,22.2966,22.0792,21.8663,21.6579,21.4537,21.2536,21.0576,20.8655,20.6771,20.4923,20.3111,20.1332,19.9587,19.7875,19.6193,19.4542,19.292,19.1327,18.9762,18.8223,18.6711,18.5225,18.3764,18.2327,18.0913,17.9523,17.8155,17.6809,17.5484,17.4181,17.2897,17.1633,17.0389,16.9163,16.7956,16.6767,16.5595,16.444,16.3302
233.574,118.897,92.2832,81.4307,74.4796,69.3635,65.3235,61.9932,59.1666,56.7163,54.5577,52.6316,50.8954,49.317,47.8718,46.5404,45.3074,44.1604,43.0889,42.0846,41.1401,40.2493,39.407,38.6088,37.8506,37.129,36.4411,35.7841,35.1558,34.554,33.9767,33.4224,32.8895,32.3766,31.8824,31.4059,30.9458,30.5014,30.0717,29.6559,29.2532,28.8631,28.4847,28.1176,27.7612,27.4149,27.0784,26.7511,26.4327,26.1227,25.8207,25.5266,25.2398,24.9602,24.6873,24.4211,24.1611,23.9072,23.6591,23.4166,23.1796,22.9477,22.7209,22.4989,22.2817,22.0689,21.8606,21.6565,21.4564,21.2604,21.0682,20.8797,20.6948,20.5134,20.3354,20.1606,19.9891,19.8207,19.6553,19.4928,19.3332,19.1763,19.0221,18.8706,18.7215,18.575,18.4309,18.2891,18.1497,18.0124,17.8774,17.7444,17.6136,17.4847,17.3579,17.2329,17.1099,16.9886,16.8692,16.7515,16.6355
237.285,135.724,97.2954,84.7678,77.097,71.566,67.2506,63.7214,60.7433,58.1726,55.9157,53.9075,52.1013,50.4624,48.9641,47.5859,46.3111,45.1264,44.0209,42.9855,42.0125,41.0955,40.229,39.4082,38.629,37.8878,37.1815,36.5073,35.8627,35.2455,34.6537,34.0856,33.5396,33.0142,32.5081,32.0202,31.5493,31.0945,30.6549,30.2295,29.8177,29.4187,29.0318,28.6565,28.2922,27.9383,27.5944,27.26,26.9347,26.618,26.3096,26.0092,25.7164,25.4308,25.1523,24.8804,24.615,24.3558,24.1026,23.8552,23.6132,23.3767,23.1452,22.9188,22.6971,22.4801,22.2675,22.0593,21.8553,21.6553,21.4592,21.267,21.0784,20.8934,20.7119,20.5338,20.3589,20.1872,20.0185,19.8529,19.6901,19.5302,19.373,19.2185,19.0666,18.9173,18.7704,18.6259,18.4837,18.3438,18.2062,18.0707,17.9373,17.806,17.6768,17.5494,17.424,17.3005,17.1788,17.0589,16.9407
240.463,161.154,102.946,88.3251,79.8298,73.8408,69.2276,65.4865,62.3481,59.6514,57.2919,55.1984,53.3198,51.6185,50.0658,48.6395,47.3218,46.0987,44.9584,43.8912,42.8892,41.9456,41.0544,40.2108,39.4103,38.6493,37.9244,37.2327,36.5716,35.9389,35.3324,34.7503,34.1911,33.6531,33.135,32.6357,32.1539,31.6886,31.2389,30.8039,30.3828,29.9749,29.5795,29.196,28.8237,28.4622,28.1109,27.7694,27.4371,27.1137,26.7989,26.4921,26.1932,25.9017,25.6174,25.34,25.0691,24.8047,24.5463,24.2938,24.047,23.8057,23.5696,23.3386,23.1126,22.8912,22.6745,22.4621,22.2541,22.0502,21.8503,21.6543,21.4621,21.2735,21.0885,20.9069,20.7286,20.5536,20.3817,20.2128,20.047,19.884,19.7238,19.5664,19.4116,19.2594,19.1097,18.9625,18.8177,18.6752,18.5349,18.3969,18.261,18.1272,17.9955,17.8658,17.7381,17.6122,17.4883,17.3661,17.2457
243.257,184.299,109.411,92.1329,82.6881,76.1923,71.2569,67.2896,63.9821,61.1531,58.6867,56.5046,54.5512,52.7856,51.1769,49.7012,48.3397,47.0772,45.9013,44.8019,43.7704,42.7996,41.8834,41.0166,40.1946,39.4134,38.6696,37.9602,37.2825,36.634,36.0127,35.4166,34.844,34.2933,33.7631,33.2522,32.7594,32.2835,31.8237,31.3791,30.9487,30.5319,30.1279,29.736,29.3558,28.9866,28.6278,28.2791,27.9399,27.6097,27.2884,26.9753,26.6702,26.3728,26.0827,25.7997,25.5234,25.2536,24.9901,24.7326,24.4809,24.2348,23.9941,23.7586,23.5281,23.3024,23.0814,22.865,22.6529,22.4451,22.2414,22.0416,21.8457,21.6535,21.465,21.2799,21.0983,20.9199,20.7448,20.5728,20.4038,20.2377,20.0746,19.9142,19.7565,19.6015,19.449,19.299,19.1515,19.0064,18.8635,18.7229,18.5846,18.4483,18.3142,18.1821,18.052,17.9238,17.7976,17.6732,17.5506
245.759,198.252,116.927,96.2266,85.6832,78.6256,73.3411,69.1324,65.6461,62.6783,60.1005,57.8265,55.7956,53.9637,52.2974,50.7711,49.3647,48.062,46.8499,45.7175,44.656,43.6576,42.716,41.8256,40.9817,40.1801,39.4172,38.6899,37.9953,37.331,36.6947,36.0843,35.4982,34.9347,34.3924,33.8698,33.3659,32.8794,32.4094,31.955,31.5153,31.0894,30.6768,30.2766,29.8884,29.5114,29.1451,28.7892,28.443,28.1061,27.7782,27.4588,27.1475,26.8441,26.5482,26.2596,25.9778,25.7027,25.434,25.1715,24.9149,24.664,24.4186,24.1786,23.9436,23.7136,23.4884,23.2679,23.0518,22.84,22.6324,22.4289,22.2293,22.0335,21.8414,21.6529,21.4679,21.2862,21.1078,20.9326,20.7605,20.5914,20.4252,20.2619,20.1013,19.9434,19.7882,19.6355,19.4853,19.3375,19.192,19.0489,18.908,18.7693,18.6327,18.4983,18.3658,18.2353,18.1068,17.9802,17.8554
248.031,207.344,125.79,100.647,88.8273,81.1457,75.4828,71.0162,67.341,64.2277,61.5337,59.1642,57.0533,55.153,53.4275,51.8493,50.3969,49.0531,47.804,46.6381,45.5459,44.5195,43.552,42.6378,41.7717,40.9494,40.1672,39.4218,38.7102,38.0298,37.3783,36.7536,36.1539,35.5774,35.0228,34.4885,33.9734,33.4762,32.996,32.5317,32.0826,31.6477,31.2263,30.8178,30.4214,30.0366,29.6629,29.2997,28.9464,28.6028,28.2682,27.9425,27.6251,27.3157,27.014,26.7196,26.4324,26.152,25.8781,25.6105,25.349,25.0933,24.8432,24.5986,24.3592,24.1249,23.8955,23.6707,23.4506,23.2349,23.0234,22.8161,22.6129,22.4134,22.2178,22.0258,21.8374,21.6524,21.4708,21.2924,21.1172,20.945,20.7758,20.6095,20.446,20.2853,20.1273,19.9718,19.8189,19.6685,19.5204,19.3747,19.2313,19.0902,18.9512,18.8143,18.6795,18.5467,18.4159,18.2871,18.1601
